type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
general,"Q052","democracy","Was bedeutet 'Volkssouveränität'? Alle Staatsgewalt geht vom ...","Was bedeutet 'Volkssouveränität'? Alle Staatsgewalt geht vom ...","Volke aus.","Volke aus.","Bundestag aus.","Bundestag aus.","preußischen König aus.","preußischen König aus.","Bundesverfassungsgericht aus.","Bundesverfassungsgericht aus.","Artikel 20 des Grundgesetzes: 'Alle Staatsgewalt geht vom Volke aus.'","Artikel 20 des Grundgesetzes: 'Alle Staatsgewalt geht vom Volke aus.'"
general,"Q053","democracy","Was bedeutet 'Rechtsstaat' in Deutschland?","Was bedeutet 'Rechtsstaat' in Deutschland?","Der Staat hat Recht.","Der Staat hat Recht.","Es gibt nur rechte Parteien.","Es gibt nur rechte Parteien.","Der Staat muss die Gesetze einhalten.","Der Staat muss die Gesetze einhalten.","Es gibt keine Gesetze.","Es gibt keine Gesetze.","Ein Rechtsstaat bedeutet, dass auch der Staat an Recht und Gesetz gebunden ist.","Ein Rechtsstaat bedeutet, dass auch der Staat an Recht und Gesetz gebunden ist."
general,"Q054","democracy","Was ist keine staatliche Gewalt in Deutschland?","Was ist keine staatliche Gewalt in Deutschland?","Legislative","Legislative","Judikative","Judikative","Exekutive","Exekutive","Direktive","Direktive","Die Direktive ist keine staatliche Gewalt in Deutschland.","Die Direktive ist keine staatliche Gewalt in Deutschland."
general,"Q055","democracy","Was zeigt dieses Bild?","Was zeigt dieses Bild?","den Bundestagssitz in Berlin","den Bundestagssitz in Berlin","das Bundesverfassungsgericht in Karlsruhe","das Bundesverfassungsgericht in Karlsruhe","das Bundesratsgebäude in Berlin","das Bundesratsgebäude in Berlin","das Bundeskanzleramt in Berlin","das Bundeskanzleramt in Berlin","Das Bild zeigt den Sitz des Deutschen Bundestages in Berlin, das Reichstagsgebäude.","Das Bild zeigt den Sitz des Deutschen Bundestages in Berlin, das Reichstagsgebäude."
general,"Q056","democracy","Welches Amt gehört in Deutschland zur Gemeindeverwaltung?","Welches Amt gehört in Deutschland zur Gemeindeverwaltung?","Pfarramt","Pfarramt","Ordnungsamt","Ordnungsamt","Finanzamt","Finanzamt","Auswärtiges Amt","Auswärtiges Amt","Das Ordnungsamt ist Teil der kommunalen Verwaltung.","Das Ordnungsamt ist Teil der kommunalen Verwaltung."
general,"Q057","democracy","Wer wird meistens zur Präsidentin/zum Präsidenten des Deutschen Bundestages gewählt?","Wer wird meistens zur Präsidentin/zum Präsidenten des Deutschen Bundestages gewählt?","die/der älteste Abgeordnete im Parlament","die/der älteste Abgeordnete im Parlament","die Ministerpräsidentin/der Ministerpräsident des größten Bundeslandes","die Ministerpräsidentin/der Ministerpräsident des größten Bundeslandes","eine ehemalige Bundeskanzlerin/ein ehemaliger Bundeskanzler","eine ehemalige Bundeskanzlerin/ein ehemaliger Bundeskanzler","eine Abgeordnete/ein Abgeordneter der stärksten Fraktion","eine Abgeordnete/ein Abgeordneter der stärksten Fraktion","Üblich ist die Wahl aus der stärksten Fraktion.","Üblich ist die Wahl aus der stärksten Fraktion."
general,"Q058","democracy","Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?","Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?","die Präsidentin/der Präsident des Bundesverfassungsgerichtes","die Präsidentin/der Präsident des Bundesverfassungsgerichtes","die Bundespräsidentin/der Bundespräsident","die Bundespräsidentin/der Bundespräsident","die Bundesratspräsidentin/der Bundesratspräsident","die Bundesratspräsidentin/der Bundesratspräsident","die Bundestagspräsidentin/der Bundestagspräsident","die Bundestagspräsidentin/der Bundestagspräsident","Die Bundespräsidentin bzw. der Bundespräsident ernennt die Bundesministerinnen und -minister.","Die Bundespräsidentin bzw. der Bundespräsident ernennt die Bundesministerinnen und -minister."
general,"Q059","history_responsibility","Vor wie vielen Jahren gab es erstmals eine jüdische Gemeinde auf dem Gebiet des heutigen Deutschlands?","Vor wie vielen Jahren gab es erstmals eine jüdische Gemeinde auf dem Gebiet des heutigen Deutschlands?","vor etwa 300 Jahren","vor etwa 300 Jahren","vor etwa 700 Jahren","vor etwa 700 Jahren","vor etwa 1150 Jahren","vor etwa 1150 Jahren","vor etwa 1700 Jahren","vor etwa 1700 Jahren","Die ältesten Belege für jüdische Gemeinden datieren auf etwa 1700 Jahre zurück. Im Jahr 321 n. Chr. erlaubte der römische Kaiser Konstantin der Jüdischen Gemeinde in Köln, öffentliche Ämter zu bekleiden.","Die ältesten Belege für jüdische Gemeinden datieren auf etwa 1700 Jahre zurück. Im Jahr 321 n. Chr. erlaubte der römische Kaiser Konstantin der Jüdischen Gemeinde in Köln, öffentliche Ämter zu bekleiden."
general,"Q060","democracy","In Deutschland gehören der Bundestag und der Bundesrat zur …","In Deutschland gehören der Bundestag und der Bundesrat zur …","Exekutive.","Exekutive.","Legislative.","Legislative.","Direktive.","Direktive.","Judikative.","Judikative.","Bundestag und Bundesrat sind Gesetzgebungsorgane auf Bundesebene (Legislative).","Bundestag und Bundesrat sind Gesetzgebungsorgane auf Bundesebene (Legislative)."
general,"Q061","democracy","Was bedeutet ""Volkssouveränität""?","Was bedeutet ""Volkssouveränität""?","Die Königin/der König herrscht über das Volk.","Die Königin/der König herrscht über das Volk.","Das Bundesverfassungsgericht steht über der Verfassung.","Das Bundesverfassungsgericht steht über der Verfassung.","Die Interessenverbände üben die Souveränität zusammen mit der Regierung aus.","Die Interessenverbände üben die Souveränität zusammen mit der Regierung aus.","Die Staatsgewalt geht vom Volke aus.","Die Staatsgewalt geht vom Volke aus.","Das Volk ist der Träger der Souveränität, was bedeutet, dass alle Staatsgewalt vom Volk ausgeht.","Das Volk ist der Träger der Souveränität, was bedeutet, dass alle Staatsgewalt vom Volk ausgeht."
general,"Q062","democracy","Wenn das Parlament eines deutschen Bundeslandes gewählt wird, nennt man das …","Wenn das Parlament eines deutschen Bundeslandes gewählt wird, nennt man das …","Kommunalwahl","Kommunalwahl","Landtagswahl","Landtagswahl","Europawahl","Europawahl","Bundestagswahl","Bundestagswahl","Parlamentswahlen auf Länderebene heißen Landtagswahlen.","Parlamentswahlen auf Länderebene heißen Landtagswahlen."
general,"Q063","democracy","Was gehört in Deutschland nicht zur Exekutive?","Was gehört in Deutschland nicht zur Exekutive?","die Polizei","die Polizei","die Gerichte","die Gerichte","das Finanzamt","das Finanzamt","die Ministerien","die Ministerien","Gerichte gehören zur Judikative, nicht zur Exekutive.","Gerichte gehören zur Judikative, nicht zur Exekutive."
general,"Q064","democracy","Die Bundesrepublik Deutschland ist heute gegliedert in …","Die Bundesrepublik Deutschland ist heute gegliedert in …","vier Besatzungszonen.","vier Besatzungszonen.","einen Oststaat und einen Weststaat.","einen Oststaat und einen Weststaat.","16 Kantone.","16 Kantone.","Bund, Länder und Kommunen.","Bund, Länder und Kommunen.","Der föderale Aufbau besteht aus Bund, Ländern und Kommunen.","Der föderale Aufbau besteht aus Bund, Ländern und Kommunen."
general,"Q065","democracy","Es gehört nicht zu den Aufgaben des Deutschen Bundestages, …","Es gehört nicht zu den Aufgaben des Deutschen Bundestages, …","Gesetze zu entwerfen.","Gesetze zu entwerfen.","die Bundesregierung zu kontrollieren.","die Bundesregierung zu kontrollieren.","die Bundeskanzlerin/den Bundeskanzler zu wählen.","die Bundeskanzlerin/den Bundeskanzler zu wählen.","das Bundeskabinett zu bilden.","das Bundeskabinett zu bilden.","Das Bundeskabinett wird nicht vom Bundestag gebildet. Es besteht aus der Bundeskanzlerin/dem Bundeskanzler und den Bundesministern.","Das Bundeskabinett wird nicht vom Bundestag gebildet. Es besteht aus der Bundeskanzlerin/dem Bundeskanzler und den Bundesministern."
general,"Q066","history_responsibility","Welche Städte haben die größten jüdischen Gemeinden in Deutschland?","Welche Städte haben die größten jüdischen Gemeinden in Deutschland?","Berlin und München","Berlin und München","Hamburg und Essen","Hamburg und Essen","Nürnberg und Stuttgart","Nürnberg und Stuttgart","Worms und Speyer","Worms und Speyer","Die größten heutigen Gemeinden sind traditionell in Berlin und München.","Die größten heutigen Gemeinden sind traditionell in Berlin und München."
general,"Q067","democracy","Was ist in Deutschland vor allem eine Aufgabe der Bundesländer?","Was ist in Deutschland vor allem eine Aufgabe der Bundesländer?","Verteidigungspolitik","Verteidigungspolitik","Außenpolitik","Außenpolitik","Wirtschaftspolitik","Wirtschaftspolitik","Schulpolitik","Schulpolitik","Bildung ist Ländersache; dazu gehört die Schulpolitik.","Bildung ist Ländersache; dazu gehört die Schulpolitik."
general,"Q068","people_society","Warum kontrolliert der Staat in Deutschland das Schulwesen?","Warum kontrolliert der Staat in Deutschland das Schulwesen?","weil es in Deutschland nur staatliche Schulen gibt","weil es in Deutschland nur staatliche Schulen gibt","weil alle Schülerinnen und Schüler einen Schulabschluss haben müssen","weil alle Schülerinnen und Schüler einen Schulabschluss haben müssen","weil es in den Bundesländern verschiedene Schulen gibt","weil es in den Bundesländern verschiedene Schulen gibt","weil es nach dem Grundgesetz seine Aufgabe ist","weil es nach dem Grundgesetz seine Aufgabe ist","Der Staat hat laut Verfassung die Aufsicht über das Schulwesen.","Der Staat hat laut Verfassung die Aufsicht über das Schulwesen."
general,"Q069","democracy","Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?","Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?","Stadträte","Stadträte","Landrätе","Landrätе","Gemeinden","Gemeinden","Bezirksämter","Bezirksämter","Unterste Ebene sind die Gemeinden (Kommunen).","Unterste Ebene sind die Gemeinden (Kommunen)."
general,"Q070","democracy","Der deutsche Bundespräsident Gustav Heinemann gibt Helmut Schmidt 1974 die Ernennungsurkunde zum deutschen Bundeskanzler. Was gehört zu den Aufgaben der deutschen Bundespräsidentin/des deutschen Bundespräsidenten?","Der deutsche Bundespräsident Gustav Heinemann gibt Helmut Schmidt 1974 die Ernennungsurkunde zum deutschen Bundeskanzler. Was gehört zu den Aufgaben der deutschen Bundespräsidentin/des deutschen Bundespräsidenten?","Sie/Er führt die Regierungsgeschäfte.","Sie/Er führt die Regierungsgeschäfte.","Sie/Er kontrolliert die Regierungspartei.","Sie/Er kontrolliert die Regierungspartei.","Sie/Er wählt die Ministerinnen/Minister aus.","Sie/Er wählt die Ministerinnen/Minister aus.","Sie/Er schlägt die Kanzlerin/den Kanzler zur Wahl vor.","Sie/Er schlägt die Kanzlerin/den Kanzler zur Wahl vor.","Der/die Bundespräsident/in schlägt die Kanzlerin/den Kanzler dem Bundestag vor.","Der/die Bundespräsident/in schlägt die Kanzlerin/den Kanzler dem Bundestag vor."
general,"Q071","democracy","Wo hält sich die deutsche Bundeskanzlerin/der deutsche Bundeskanzler am häufigsten auf?","Wo hält sich die deutsche Bundeskanzlerin/der deutsche Bundeskanzler am häufigsten auf?","in Bonn, weil sich dort das Bundeskanzleramt und der Bundestag befinden.","in Bonn, weil sich dort das Bundeskanzleramt und der Bundestag befinden.","auf Schloss Meseberg, dem Gästehaus der Bundesregierung, um Staatsgäste zu empfangen.","auf Schloss Meseberg, dem Gästehaus der Bundesregierung, um Staatsgäste zu empfangen.","auf Schloss Bellevue, dem Amtssitz der Bundespräsidentin/des Bundespräsidenten, um Staatsgäste zu empfangen.","auf Schloss Bellevue, dem Amtssitz der Bundespräsidentin/des Bundespräsidenten, um Staatsgäste zu empfangen.","in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.","in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.","Der Amtssitz des Bundeskanzlers/der Bundeskanzlerin ist in Berlin im Bundeskanzleramt.","Der Amtssitz des Bundeskanzlers/der Bundeskanzlerin ist in Berlin im Bundeskanzleramt."
general,"Q072","democracy","Wie heißt die jetzige Bundeskanzlerin/der jetzige Bundeskanzler von Deutschland?","Wie heißt die jetzige Bundeskanzlerin/der jetzige Bundeskanzler von Deutschland?","Gerhard Schröder","Gerhard Schröder","Angela Merkel","Angela Merkel","Ursula von der Leyen","Ursula von der Leyen","Friedrich Merz","Friedrich Merz","Der aktuelle Bundeskanzler ist Friedrich Merz.","Der aktuelle Bundeskanzler ist Friedrich Merz."
general,"Q073","democracy","Die beiden größten Fraktionen im Deutschen Bundestag heißen zurzeit …","Die beiden größten Fraktionen im Deutschen Bundestag heißen zurzeit …","CDU/CSU und AfD.","CDU/CSU und AfD.","Die Linke und Bündnis 90/Die Grünen.","Die Linke und Bündnis 90/Die Grünen.","Bündnis 90/Die Grünen und SPD.","Bündnis 90/Die Grünen und SPD.","Die Linke und CDU/CSU.","Die Linke und CDU/CSU.","Die beiden größten Fraktionen sind CDU/CSU und AfD.","Die beiden größten Fraktionen sind CDU/CSU und AfD."
general,"Q074","democracy","Wie heißt das Parlament für ganz Deutschland?","Wie heißt das Parlament für ganz Deutschland?","Bundesversammlung","Bundesversammlung","Volkskammer","Volkskammer","Bundestag","Bundestag","Bundesgerichtshof","Bundesgerichtshof","Das gesamtdeutsche Parlament ist der Deutsche Bundestag.","Das gesamtdeutsche Parlament ist der Deutsche Bundestag."
general,"Q075","democracy","Wie heißt Deutschlands heutiges Staatsoberhaupt?","Wie heißt Deutschlands heutiges Staatsoberhaupt?","Frank-Walter Steinmeier","Frank-Walter Steinmeier","Bärbel Bas","Bärbel Bas","Bodo Ramelow","Bodo Ramelow","Joachim Gauck","Joachim Gauck","Das Staatsoberhaupt ist der Bundespräsident; aktuell Frank-Walter Steinmeier.","Das Staatsoberhaupt ist der Bundespräsident; aktuell Frank-Walter Steinmeier."
general,"Q076","democracy","Was bedeutet die Abkürzung CDU in Deutschland?","Was bedeutet die Abkürzung CDU in Deutschland?","Christliche Deutsche Union","Christliche Deutsche Union","Club Deutscher Unternehmer","Club Deutscher Unternehmer","Christlicher Deutscher Umweltschutz","Christlicher Deutscher Umweltschutz","Christlich Demokratische Union","Christlich Demokratische Union","CDU steht für Christlich Demokratische Union.","CDU steht für Christlich Demokratische Union."
general,"Q077","democracy","Was ist die Bundeswehr?","Was ist die Bundeswehr?","die deutsche Polizei","die deutsche Polizei","ein deutscher Hafen","ein deutscher Hafen","eine deutsche Bürgerinitiative","eine deutsche Bürgerinitiative","die deutsche Armee","die deutsche Armee","Die Bundeswehr ist die Streitkraft der Bundesrepublik.","Die Bundeswehr ist die Streitkraft der Bundesrepublik."
general,"Q078","democracy","Was bedeutet die Abkürzung SPD?","Was bedeutet die Abkürzung SPD?","Sozialistische Partei Deutschlands","Sozialistische Partei Deutschlands","Sozialpolitische Partei Deutschlands","Sozialpolitische Partei Deutschlands","Sozialdemokratische Partei Deutschlands","Sozialdemokratische Partei Deutschlands","Sozialgerechte Partei Deutschlands","Sozialgerechte Partei Deutschlands","SPD steht für Sozialdemokratische Partei Deutschlands.","SPD steht für Sozialdemokratische Partei Deutschlands."
general,"Q079","democracy","Was bedeutet die Abkürzung FDP in Deutschland?","Was bedeutet die Abkürzung FDP in Deutschland?","Friedliche Demonstrative Partei","Friedliche Demonstrative Partei","Freie Deutschland Partei","Freie Deutschland Partei","Führende Demokratische Partei","Führende Demokratische Partei","Freie Demokratische Partei","Freie Demokratische Partei","FDP steht für Freie Demokratische Partei.","FDP steht für Freie Demokratische Partei."
